,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
49237,49238,2015,8,14,13,2,24.0,28.0,19.0,27.0,16.0,38.0,1003.0,32.0,NW,39.78,0.0,0.0
49238,49239,2015,8,14,14,2,26.0,27.0,21.0,31.0,14.0,33.0,1003.0,32.0,NW,45.59,0.0,0.0
49239,49240,2015,8,14,15,2,29.0,25.0,22.0,25.0,13.0,31.0,1003.0,32.0,NW,51.4,0.0,0.0
49240,49241,2015,8,14,16,2,25.0,24.0,23.0,25.0,14.0,35.0,1003.0,31.0,NW,55.42,0.0,0.0
49241,49242,2015,8,14,17,2,28.0,29.0,23.0,27.0,18.0,48.0,1002.0,30.0,cv,0.89,0.0,0.0
49242,49243,2015,8,14,18,2,31.0,30.0,25.0,35.0,15.0,35.0,1002.0,32.0,cv,1.34,0.0,0.0
49243,49244,2015,8,14,19,2,33.0,42.0,29.0,45.0,21.0,69.0,1002.0,27.0,cv,2.23,0.0,0.0
49244,49245,2015,8,14,20,2,40.0,45.0,30.0,38.0,19.0,73.0,1003.0,24.0,cv,3.12,0.0,0.0
49245,49246,2015,8,14,21,2,43.0,42.0,35.0,38.0,20.0,78.0,1004.0,24.0,cv,4.01,0.0,0.0
49246,49247,2015,8,14,22,2,53.0,41.0,34.0,49.0,19.0,78.0,1004.0,23.0,cv,4.9,0.0,0.0
49247,49248,2015,8,14,23,2,59.0,50.0,49.0,53.0,17.0,51.0,1004.0,28.0,SE,1.79,0.0,0.0
49248,49249,2015,8,15,0,2,65.0,58.0,54.0,57.0,19.0,78.0,1004.0,23.0,cv,0.89,0.0,0.0
49249,49250,2015,8,15,1,2,53.0,53.0,45.0,55.0,19.0,83.0,1004.0,22.0,cv,1.78,0.0,0.0
49250,49251,2015,8,15,2,2,46.0,49.0,33.0,45.0,19.0,83.0,1004.0,22.0,NW,1.79,0.0,0.0
49251,49252,2015,8,15,3,2,44.0,37.0,29.0,38.0,18.0,82.0,1004.0,21.0,NW,3.58,0.0,0.0
49252,49253,2015,8,15,4,2,37.0,34.0,24.0,29.0,18.0,88.0,1004.0,20.0,NW,6.71,0.0,0.0
49253,49254,2015,8,15,5,2,30.0,31.0,23.0,30.0,17.0,82.0,1005.0,20.0,NW,9.84,0.0,0.0
49254,49255,2015,8,15,6,2,33.0,27.0,20.0,28.0,17.0,77.0,1005.0,21.0,NW,14.76,0.0,0.0
49255,49256,2015,8,15,7,2,29.0,29.0,22.0,34.0,18.0,69.0,1006.0,24.0,NW,18.78,0.0,0.0
49256,49257,2015,8,15,8,2,29.0,25.0,24.0,30.0,17.0,57.0,1006.0,26.0,NW,22.8,0.0,0.0
49257,49258,2015,8,15,9,2,21.0,19.0,16.0,22.0,16.0,45.0,1006.0,29.0,NW,27.72,0.0,0.0
49258,49259,2015,8,15,10,2,11.0,16.0,7.0,9.0,16.0,42.0,1006.0,30.0,NW,32.64,0.0,0.0
49259,49260,2015,8,15,11,2,8.0,11.0,3.0,8.0,13.0,31.0,1006.0,32.0,NW,37.56,0.0,0.0
49260,49261,2015,8,15,12,2,7.0,5.0,3.0,8.0,11.0,27.0,1005.0,32.0,NE,4.92,0.0,0.0
49261,49262,2015,8,15,13,2,8.0,5.0,6.0,6.0,14.0,31.0,1005.0,33.0,NE,8.05,0.0,0.0
49262,49263,2015,8,15,14,2,7.0,5.0,8.0,7.0,12.0,26.0,1004.0,34.0,NW,3.13,0.0,0.0
49263,49264,2015,8,15,15,2,7.0,10.0,3.0,7.0,12.0,26.0,1004.0,34.0,cv,3.13,0.0,0.0
49264,49265,2015,8,15,16,2,10.0,3.0,3.0,5.0,14.0,31.0,1003.0,33.0,NE,1.79,0.0,0.0
49265,49266,2015,8,15,17,2,11.0,13.0,5.0,10.0,14.0,31.0,1003.0,33.0,cv,0.89,0.0,0.0
49266,49267,2015,8,15,18,2,13.0,16.0,6.0,15.0,16.0,38.0,1003.0,32.0,cv,1.78,0.0,0.0
49267,49268,2015,8,15,19,2,20.0,24.0,12.0,16.0,17.0,48.0,1003.0,29.0,SE,0.89,0.0,0.0
49268,49269,2015,8,15,20,2,24.0,24.0,16.0,22.0,13.0,35.0,1004.0,30.0,SE,4.02,0.0,0.0
49269,49270,2015,8,15,21,2,35.0,26.0,13.0,19.0,14.0,39.0,1005.0,29.0,SE,7.15,0.0,0.0
49270,49271,2015,8,15,22,2,28.0,22.0,17.0,21.0,18.0,65.0,1005.0,25.0,cv,0.89,0.0,0.0
49271,49272,2015,8,15,23,2,23.0,21.0,19.0,21.0,18.0,69.0,1005.0,24.0,unknown,1.34,0.0,0.0
49272,49273,2015,8,16,0,2,26.0,22.0,17.0,22.0,18.0,73.0,1005.0,23.0,NE,1.79,0.0,0.0
49273,49274,2015,8,16,1,2,33.0,35.0,21.0,29.0,19.0,83.0,1005.0,22.0,NE,2.68,0.0,0.0
49274,49275,2015,8,16,2,2,32.0,51.0,34.0,42.0,18.0,82.0,1005.0,21.0,NE,3.57,0.0,0.0
49275,49276,2015,8,16,3,2,42.0,51.0,40.0,43.0,17.0,77.0,1005.0,21.0,cv,0.45,0.0,0.0
49276,49277,2015,8,16,4,2,40.0,43.0,34.0,33.0,18.0,88.0,1006.0,20.0,cv,1.34,0.0,0.0
49277,49278,2015,8,16,5,2,30.0,35.0,26.0,25.0,18.0,93.0,1006.0,19.0,NW,0.89,0.0,0.0
49278,49279,2015,8,16,6,2,23.0,32.0,18.0,22.0,18.0,88.0,1006.0,20.0,NW,1.78,0.0,0.0
49279,49280,2015,8,16,7,2,17.0,19.0,13.0,12.0,19.0,83.0,1006.0,22.0,NW,3.57,0.0,0.0
49280,49281,2015,8,16,8,2,16.0,26.0,22.0,28.0,18.0,61.0,1006.0,26.0,NW,5.36,0.0,0.0
49281,49282,2015,8,16,9,2,28.0,28.0,28.0,22.0,17.0,51.0,1006.0,28.0,NE,1.79,0.0,0.0
49282,49283,2015,8,16,10,2,23.0,24.0,19.0,25.0,18.0,51.0,1006.0,29.0,cv,0.89,0.0,0.0
49283,49284,2015,8,16,11,2,28.0,28.0,20.0,24.0,18.0,45.0,1006.0,31.0,NE,1.79,0.0,0.0
49284,49285,2015,8,16,12,2,29.0,34.0,28.0,30.0,18.0,43.0,1006.0,32.0,cv,1.79,0.0,0.0
49285,49286,2015,8,16,13,2,35.0,37.0,44.0,28.0,19.0,43.0,1005.0,33.0,SE,1.79,0.0,0.0
49286,49287,2015,8,16,14,2,38.0,44.0,36.0,43.0,19.0,41.0,1004.0,34.0,SE,3.58,0.0,0.0
49287,49288,2015,8,16,15,2,49.0,54.0,39.0,43.0,19.0,41.0,1004.0,34.0,SE,5.37,0.0,0.0
49288,49289,2015,8,16,16,2,39.0,48.0,32.0,40.0,19.0,39.0,1003.0,35.0,SE,7.16,0.0,0.0
49289,49290,2015,8,16,17,2,45.0,43.0,37.0,42.0,17.0,34.0,1003.0,35.0,SE,11.18,0.0,0.0
49290,49291,2015,8,16,18,2,52.0,52.0,44.0,48.0,17.0,38.0,1003.0,33.0,SE,15.2,0.0,0.0
49291,49292,2015,8,16,19,2,103.0,98.0,98.0,99.0,19.0,46.0,1004.0,32.0,SE,18.33,0.0,0.0
49292,49293,2015,8,16,20,2,77.0,77.0,70.0,73.0,21.0,58.0,1005.0,30.0,SE,22.35,0.0,0.0
49293,49294,2015,8,16,21,2,72.0,65.0,62.0,66.0,21.0,62.0,1005.0,29.0,SE,24.14,0.0,0.0
49294,49295,2015,8,16,22,2,70.0,69.0,63.0,69.0,20.0,55.0,1005.0,30.0,SE,28.16,0.0,0.0
49295,49296,2015,8,16,23,2,75.0,72.0,65.0,75.0,20.0,65.0,1005.0,27.0,SE,31.29,0.0,0.0
49296,49297,2015,8,17,0,2,72.0,63.0,63.0,65.0,20.0,65.0,1005.0,27.0,SE,34.42,0.0,0.0
49297,49298,2015,8,17,1,2,71.0,63.0,56.0,70.0,21.0,73.0,1005.0,26.0,SE,36.21,0.0,0.0
49298,49299,2015,8,17,2,2,72.0,68.0,63.0,65.0,21.0,83.0,1005.0,24.0,SE,37.1,0.0,0.0
49299,49300,2015,8,17,3,2,72.0,77.0,63.0,65.0,20.0,73.0,1004.0,25.0,SE,38.89,0.0,0.0
49300,49301,2015,8,17,4,2,78.0,81.0,71.0,80.0,20.0,78.0,1005.0,24.0,SE,40.68,0.0,0.0
49301,49302,2015,8,17,5,2,90.0,91.0,81.0,83.0,20.0,78.0,1005.0,24.0,SE,42.47,0.0,0.0
49302,49303,2015,8,17,6,2,97.0,92.0,86.0,91.0,21.0,88.0,1005.0,23.0,cv,0.89,0.0,0.0
49303,49304,2015,8,17,7,2,101.0,97.0,94.0,81.0,21.0,83.0,1006.0,24.0,cv,1.78,0.0,0.0
49304,49305,2015,8,17,8,2,99.0,99.0,90.0,91.0,22.0,78.0,1006.0,26.0,SE,0.89,0.0,0.0
49305,49306,2015,8,17,9,2,105.0,103.0,99.0,83.0,22.0,69.0,1006.0,28.0,cv,1.79,0.0,0.0
49306,49307,2015,8,17,10,2,106.0,106.0,92.0,97.0,21.0,58.0,1007.0,30.0,SE,1.79,0.0,0.0
49307,49308,2015,8,17,11,2,98.0,92.0,99.0,78.0,21.0,55.0,1007.0,31.0,cv,1.79,0.0,0.0
49308,49309,2015,8,17,12,2,88.0,85.0,88.0,75.0,19.0,43.0,1006.0,33.0,NW,3.13,0.0,0.0
49309,49310,2015,8,17,13,2,87.0,79.0,84.0,79.0,19.0,46.0,1006.0,32.0,cv,0.89,0.0,0.0
49310,49311,2015,8,17,14,2,86.0,94.0,77.0,73.0,18.0,41.0,1006.0,33.0,cv,1.78,0.0,0.0
49311,49312,2015,8,17,15,2,73.0,90.72222222222223,54.0,68.0,20.0,46.0,1005.0,33.0,cv,2.67,0.0,0.0
49312,49313,2015,8,17,16,2,68.0,87.44444444444444,52.0,58.0,20.0,46.0,1005.0,33.0,NE,1.79,0.0,0.0
49313,49314,2015,8,17,17,2,66.0,84.16666666666667,56.0,64.0,21.0,52.0,1005.0,32.0,NE,3.58,0.0,0.0
49314,49315,2015,8,17,18,2,72.0,80.88888888888889,62.0,66.0,21.0,58.0,1005.0,30.0,cv,0.89,0.0,0.0
49315,49316,2015,8,17,19,2,64.0,77.61111111111111,45.0,49.0,17.0,51.0,1005.0,28.0,SE,4.92,0.0,0.0
49316,49317,2015,8,17,20,2,61.0,74.33333333333334,46.0,53.0,14.0,42.0,1006.0,28.0,SE,8.94,0.0,0.0
49317,49318,2015,8,17,21,2,69.0,71.05555555555556,54.0,62.0,14.0,42.0,1007.0,28.0,SE,12.07,0.0,0.0
49318,49319,2015,8,17,22,2,85.0,67.77777777777777,75.0,78.0,16.0,57.0,1007.0,25.0,SE,15.2,0.0,0.0
49319,49320,2015,8,17,23,2,94.0,64.5,82.0,83.0,18.0,69.0,1007.0,24.0,SE,16.99,0.0,0.0
49320,49321,2015,8,18,0,2,91.0,61.22222222222222,76.0,81.0,19.0,73.0,1008.0,24.0,NE,1.79,0.0,0.0
49321,49322,2015,8,18,1,2,87.0,57.94444444444444,72.0,77.0,19.0,73.0,1008.0,24.0,NE,2.68,0.0,0.0
49322,49323,2015,8,18,2,2,86.0,54.66666666666667,73.0,81.0,20.0,78.0,1009.0,24.0,NE,4.47,0.0,0.0
49323,49324,2015,8,18,3,2,79.0,51.38888888888889,64.0,56.0,17.0,64.0,1009.0,24.0,NE,7.6,0.0,0.0
49324,49325,2015,8,18,4,2,48.0,48.111111111111114,28.0,40.0,17.0,68.0,1009.0,23.0,NE,9.39,0.0,0.0
49325,49326,2015,8,18,5,2,30.0,44.833333333333336,18.0,20.0,17.0,68.0,1010.0,23.0,NW,1.79,0.0,0.0
49326,49327,2015,8,18,6,2,27.0,41.55555555555556,16.0,28.0,17.0,68.0,1010.0,23.0,NE,1.79,0.0,0.0
49327,49328,2015,8,18,7,2,33.0,38.27777777777778,23.0,28.0,18.0,69.0,1011.0,24.0,NE,3.58,0.3,0.3
49328,49329,2015,8,18,8,2,35.0,35.0,32.0,37.0,18.0,69.0,1011.0,24.0,NE,4.47,0.0,0.0
49329,49330,2015,8,18,9,2,46.0,35.0,25.0,38.0,19.0,69.0,1011.0,25.0,NE,6.26,0.0,0.0
49330,49331,2015,8,18,10,2,53.0,44.0,29.0,43.0,19.0,65.0,1011.0,26.0,NE,8.05,0.0,0.0
49331,49332,2015,8,18,11,2,77.0,86.0,70.0,77.0,21.0,69.0,1012.0,27.0,cv,0.89,0.0,0.0
49332,49333,2015,8,18,12,2,87.0,49.0,58.0,57.0,23.0,70.0,1011.0,29.0,SE,3.13,0.0,0.0
49333,49334,2015,8,18,13,2,66.0,43.0,56.0,54.0,17.0,45.0,1010.0,30.0,SE,4.92,0.0,0.0
49334,49335,2015,8,18,14,2,40.0,37.0,28.0,34.0,18.0,45.0,1010.0,31.0,SE,8.94,0.0,0.0
49335,49336,2015,8,18,15,2,34.0,28.0,23.0,36.5,16.0,40.0,1010.0,31.0,SE,12.96,0.0,0.0
49336,49337,2015,8,18,16,2,33.0,39.0,27.0,39.0,18.0,51.0,1009.0,29.0,SE,17.88,0.0,0.0
49337,49338,2015,8,18,17,2,31.0,33.0,28.0,34.0,18.0,51.0,1010.0,29.0,SE,25.03,0.0,0.0
49338,49339,2015,8,18,18,2,21.0,26.0,15.0,27.0,18.0,57.0,1010.0,27.0,SE,29.05,0.0,0.0
49339,49340,2015,8,18,19,2,22.0,30.0,11.0,33.0,18.0,61.0,1010.0,26.0,SE,32.18,0.0,0.0
49340,49341,2015,8,18,20,2,30.0,40.5,13.0,34.0,19.0,69.0,1010.0,25.0,SE,33.97,0.0,0.0
49341,49342,2015,8,18,21,2,29.0,51.0,32.0,43.0,19.0,73.0,1011.0,24.0,cv,0.89,0.0,0.0
49342,49343,2015,8,18,22,2,34.0,38.0,32.0,33.0,18.0,69.0,1011.0,24.0,SE,4.02,0.0,0.0
49343,49344,2015,8,18,23,2,36.0,38.0,27.0,42.0,18.0,69.0,1010.0,24.0,SE,5.81,0.0,0.0
49344,49345,2015,8,19,0,2,46.0,37.25,32.0,41.0,18.0,73.0,1011.0,23.0,SE,7.6,0.0,0.0
49345,49346,2015,8,19,1,2,47.0,36.5,29.0,50.0,19.0,83.0,1010.0,22.0,SE,9.39,0.0,0.0
49346,49347,2015,8,19,2,2,37.0,35.75,31.0,38.0,18.0,73.0,1011.0,23.0,SE,10.28,0.0,0.0
49347,49348,2015,8,19,3,2,42.0,35.0,29.0,39.0,19.0,83.0,1011.0,22.0,SE,12.07,0.0,0.0
49348,49349,2015,8,19,4,2,53.0,46.0,34.0,55.0,20.0,88.0,1011.0,22.0,cv,0.89,0.1,0.1
49349,49350,2015,8,19,5,2,55.0,57.0,45.0,66.0,20.0,88.0,1012.0,22.0,cv,1.78,0.3,0.4
49350,49351,2015,8,19,6,2,58.0,58.0,47.0,65.0,21.0,94.0,1012.0,22.0,cv,2.67,0.1,0.5
49351,49352,2015,8,19,7,2,62.0,65.0,53.0,65.0,21.0,94.0,1013.0,22.0,NW,1.79,0.2,0.7
49352,49353,2015,8,19,8,2,71.0,70.0,55.0,70.0,21.0,94.0,1012.0,22.0,SE,3.13,0.1,0.8
49353,49354,2015,8,19,9,2,62.0,67.0,97.0,65.0,21.0,88.0,1012.0,23.0,NW,4.92,0.0,0.0
49354,49355,2015,8,19,10,2,79.0,64.0,67.0,64.0,21.0,78.0,1012.0,25.0,NW,8.94,0.0,0.0
49355,49356,2015,8,19,11,2,68.0,61.0,61.0,55.0,20.0,69.0,1012.0,26.0,NE,1.79,0.0,0.0
49356,49357,2015,8,19,12,2,72.0,58.0,58.0,49.0,21.0,78.0,1011.0,25.0,cv,0.89,0.0,0.0
49357,49358,2015,8,19,13,2,67.0,55.0,52.0,46.0,19.0,61.0,1011.0,27.0,SE,3.13,0.0,0.0
49358,49359,2015,8,19,14,2,50.0,52.0,44.0,46.0,20.0,61.0,1011.0,28.0,SE,6.26,0.0,0.0
49359,49360,2015,8,19,15,2,55.0,61.0,56.0,49.0,21.0,62.0,1009.0,29.0,SE,11.18,0.0,0.0
49360,49361,2015,8,19,16,2,55.0,60.693251533742334,51.0,58.0,20.0,65.0,1009.0,27.0,SE,12.97,0.0,0.0
49361,49362,2015,8,19,17,2,60.0,60.38650306748466,54.0,53.0,21.0,69.0,1009.0,27.0,SE,14.76,0.0,0.0
49362,49363,2015,8,19,18,2,55.0,60.079754601226995,62.0,59.0,21.0,69.0,1009.0,27.0,SE,16.55,0.0,0.0
49363,49364,2015,8,19,19,2,59.0,59.77300613496932,52.0,62.0,20.0,69.0,1009.0,26.0,SE,18.34,0.0,0.0
49364,49365,2015,8,19,20,2,78.0,59.466257668711656,68.0,71.0,17.0,68.0,1011.0,23.0,NE,3.13,0.0,0.0
49365,49366,2015,8,19,21,2,74.0,59.15950920245399,55.0,49.0,18.0,73.0,1011.0,23.0,NE,6.26,0.0,0.0
49366,49367,2015,8,19,22,2,41.0,58.852760736196316,31.0,41.0,18.0,78.0,1011.0,22.0,cv,0.89,0.0,0.0
49367,49368,2015,8,19,23,2,42.0,58.54601226993865,38.0,40.0,18.0,82.0,1010.0,21.0,NW,0.89,0.0,0.0
49368,49369,2015,8,20,0,2,28.0,58.239263803680984,24.0,23.0,18.0,88.0,1011.0,20.0,NW,2.68,0.0,0.0
49369,49370,2015,8,20,1,2,28.0,57.93251533742331,19.0,25.0,18.0,88.0,1010.0,20.0,cv,0.89,0.0,0.0
49370,49371,2015,8,20,2,2,31.0,57.625766871165645,19.0,25.0,18.0,88.0,1010.0,20.0,NW,0.89,0.0,0.0
49371,49372,2015,8,20,3,2,20.0,57.31901840490798,21.0,27.0,17.0,88.0,1010.0,19.0,NW,1.78,0.0,0.0
49372,49373,2015,8,20,4,2,23.0,57.012269938650306,20.0,25.0,17.0,88.0,1009.0,19.0,NE,0.89,0.0,0.0
49373,49374,2015,8,20,5,2,26.0,56.70552147239264,19.0,29.0,17.0,88.0,1009.0,19.0,NW,0.89,0.0,0.0
49374,49375,2015,8,20,6,2,24.0,56.39877300613497,19.5,23.0,17.0,88.0,1009.0,19.0,NW,2.68,0.0,0.0
49375,49376,2015,8,20,7,2,28.0,56.0920245398773,20.0,25.0,18.0,88.0,1010.0,20.0,NW,5.81,0.0,0.0
49376,49377,2015,8,20,8,2,36.0,55.785276073619634,27.0,30.0,19.0,78.0,1010.0,23.0,NE,0.89,0.0,0.0
49377,49378,2015,8,20,9,2,47.0,55.47852760736196,43.0,39.0,19.0,65.0,1010.0,26.0,NW,1.79,0.0,0.0
49378,49379,2015,8,20,10,2,56.0,55.171779141104295,49.0,52.0,19.0,61.0,1010.0,27.0,NE,1.79,0.0,0.0
49379,49380,2015,8,20,11,2,56.0,54.86503067484662,49.0,49.0,19.0,58.0,1009.0,28.0,NW,1.79,0.0,0.0
49380,49381,2015,8,20,12,2,45.0,54.558282208588956,41.0,35.0,19.0,51.0,1008.0,30.0,NW,4.92,0.0,0.0
49381,49382,2015,8,20,13,2,32.0,54.25153374233129,36.0,33.0,17.0,43.0,1007.0,31.0,NW,8.05,0.0,0.0
49382,49383,2015,8,20,14,2,21.0,53.94478527607362,21.0,22.0,15.0,33.0,1007.0,33.0,NW,12.07,0.0,0.0
49383,49384,2015,8,20,15,2,21.0,53.63803680981595,15.0,16.0,13.0,29.0,1006.0,33.0,NW,16.99,0.0,0.0
49384,49385,2015,8,20,16,2,21.0,53.331288343558285,19.0,21.0,12.0,27.0,1005.0,33.0,NW,22.8,0.0,0.0
49385,49386,2015,8,20,17,2,28.0,53.02453987730061,21.0,25.0,11.0,24.0,1004.0,34.0,SE,4.02,0.0,0.0
49386,49387,2015,8,20,18,2,43.0,52.717791411042946,37.0,32.0,14.0,33.0,1004.0,32.0,SE,7.15,0.0,0.0
49387,49388,2015,8,20,19,2,46.0,52.41104294478528,39.0,45.0,19.0,51.0,1005.0,30.0,SE,12.07,0.0,0.0
49388,49389,2015,8,20,20,2,53.0,52.104294478527606,47.0,52.0,18.0,57.0,1006.0,27.0,NW,1.79,0.0,0.0
49389,49390,2015,8,20,21,2,49.0,51.79754601226994,42.0,40.0,19.0,65.0,1006.0,26.0,NE,1.79,0.0,0.0
49390,49391,2015,8,20,22,2,20.0,51.490797546012274,10.0,19.0,17.0,61.0,1007.0,25.0,NE,3.58,0.0,0.0
49391,49392,2015,8,20,23,2,12.0,51.1840490797546,12.0,14.0,16.0,68.0,1007.0,22.0,NW,3.13,0.0,0.0
49392,49393,2015,8,21,0,2,10.0,50.87730061349693,4.0,16.0,15.0,60.0,1008.0,23.0,NW,4.92,0.0,0.0
49393,49394,2015,8,21,1,2,3.0,50.57055214723926,4.666666666666667,8.0,14.0,60.0,1007.0,22.0,NW,8.94,0.0,0.0
49394,49395,2015,8,21,2,2,7.0,50.263803680981596,5.333333333333333,5.0,15.0,72.0,1007.0,20.0,NW,10.73,0.0,0.0
49395,49396,2015,8,21,3,2,4.0,49.95705521472392,6.0,6.0,14.0,68.0,1007.0,20.0,NW,12.52,0.0,0.0
49396,49397,2015,8,21,4,2,9.0,49.65030674846626,6.666666666666666,9.0,15.0,82.0,1007.0,18.0,NW,15.65,0.0,0.0
49397,49398,2015,8,21,5,2,8.0,49.34355828220859,7.333333333333333,8.0,14.0,77.0,1007.0,18.0,NW,18.78,0.0,0.0
49398,49399,2015,8,21,6,2,8.0,49.03680981595092,8.0,11.0,15.0,77.0,1007.0,19.0,NW,20.57,0.0,0.0
49399,49400,2015,8,21,7,2,13.0,48.73006134969325,3.0,9.0,15.0,60.0,1007.0,23.0,NE,1.79,0.0,0.0
49400,49401,2015,8,21,8,2,9.0,48.423312883435585,5.0,13.0,15.0,53.0,1007.0,25.0,NW,1.79,0.0,0.0
49401,49402,2015,8,21,9,2,11.0,48.11656441717791,7.0,10.0,15.0,47.0,1007.0,27.0,NE,3.13,0.0,0.0
49402,49403,2015,8,21,10,2,12.0,47.809815950920246,6.0,8.0,15.0,45.0,1007.0,28.0,NE,4.92,0.0,0.0
49403,49404,2015,8,21,11,2,13.0,47.50306748466258,12.0,12.0,13.0,33.0,1006.0,31.0,cv,1.79,0.0,0.0
49404,49405,2015,8,21,12,2,13.0,47.19631901840491,11.0,13.0,14.0,35.0,1005.0,31.0,cv,3.58,0.0,0.0
49405,49406,2015,8,21,13,2,11.0,46.88957055214724,16.0,10.0,13.0,29.0,1004.0,33.0,NW,1.79,0.0,0.0
49406,49407,2015,8,21,14,2,14.0,46.582822085889575,9.0,11.0,13.0,29.0,1004.0,33.0,cv,1.79,0.0,0.0
49407,49408,2015,8,21,15,2,16.0,46.2760736196319,15.0,10.0,14.0,31.0,1003.0,33.0,cv,2.68,0.0,0.0
49408,49409,2015,8,21,16,2,16.0,45.96932515337423,10.0,13.0,15.0,33.0,1003.0,33.0,cv,4.47,0.0,0.0
49409,49410,2015,8,21,17,2,17.0,45.66257668711656,12.0,20.0,16.0,40.0,1003.0,31.0,SE,3.13,0.0,0.0
49410,49411,2015,8,21,18,2,23.0,45.355828220858896,15.0,24.0,18.0,51.0,1003.0,29.0,SE,4.92,0.0,0.0
49411,49412,2015,8,21,19,2,28.0,45.04907975460122,24.0,22.0,19.0,65.0,1003.0,26.0,cv,0.89,0.0,0.0
49412,49413,2015,8,21,20,2,28.0,44.74233128834356,22.0,25.0,20.0,78.0,1004.0,24.0,cv,1.78,0.0,0.0
49413,49414,2015,8,21,21,2,27.0,44.43558282208589,24.0,34.0,19.0,73.0,1004.0,24.0,cv,2.67,0.0,0.0
49414,49415,2015,8,21,22,2,33.0,44.12883435582822,24.0,30.0,16.0,45.0,1004.0,29.0,NW,3.13,0.0,0.0
49415,49416,2015,8,21,23,2,37.0,43.82208588957055,29.0,23.0,19.0,78.0,1004.0,23.0,cv,0.89,0.0,0.0
49416,49417,2015,8,22,0,2,26.0,43.515337423312886,16.0,17.0,19.0,78.0,1004.0,23.0,NW,3.13,0.0,0.0
49417,49418,2015,8,22,1,2,16.0,43.20858895705521,9.0,17.0,18.0,82.0,1004.0,21.0,NW,6.26,0.0,0.0
49418,49419,2015,8,22,2,2,15.0,42.90184049079755,8.0,15.0,18.0,82.0,1004.0,21.0,NW,10.28,0.0,0.0
49419,49420,2015,8,22,3,2,8.0,42.59509202453988,6.0,8.0,17.0,77.0,1005.0,21.0,NW,14.3,0.0,0.0
49420,49421,2015,8,22,4,2,7.0,42.28834355828221,5.0,11.0,17.0,77.0,1004.0,21.0,NW,16.09,0.0,0.0
49421,49422,2015,8,22,5,2,9.0,41.98159509202454,5.0,8.0,17.0,73.0,1005.0,22.0,NW,17.88,0.0,0.0
49422,49423,2015,8,22,6,2,8.0,41.674846625766875,3.0,9.0,16.0,73.0,1005.0,21.0,NW,21.01,0.0,0.0
49423,49424,2015,8,22,7,2,9.0,41.3680981595092,3.0,7.0,17.0,73.0,1006.0,22.0,NW,24.14,0.0,0.0
49424,49425,2015,8,22,8,2,7.0,41.06134969325153,5.0,7.0,17.0,57.0,1006.0,26.0,NW,28.16,0.0,0.0
49425,49426,2015,8,22,9,2,8.0,40.75460122699386,3.0,5.0,17.0,54.0,1006.0,27.0,NE,4.02,0.0,0.0
49426,49427,2015,8,22,10,2,4.0,40.4478527607362,3.0,6.0,17.0,48.0,1006.0,29.0,NE,8.04,0.0,0.0
49427,49428,2015,8,22,11,2,4.0,40.141104294478524,6.0,6.0,17.0,43.0,1006.0,31.0,NW,4.92,0.0,0.0
49428,49429,2015,8,22,12,2,6.0,39.83435582822086,5.0,5.0,17.0,43.0,1006.0,31.0,NW,9.84,0.0,0.0
49429,49430,2015,8,22,13,2,9.0,39.52760736196319,4.0,5.0,17.0,40.0,1005.0,32.0,NW,12.97,0.0,0.0
49430,49431,2015,8,22,14,2,7.0,39.22085889570552,6.0,5.0,17.0,38.0,1004.0,33.0,NW,16.1,0.0,0.0
49431,49432,2015,8,22,15,2,7.0,38.91411042944785,3.0,3.0,16.0,38.0,1004.0,32.0,NE,3.13,0.0,0.0
49432,49433,2015,8,22,16,2,8.0,38.607361963190186,9.0,13.0,18.0,48.0,1004.0,30.0,SE,4.92,0.0,0.0
49433,49434,2015,8,22,17,2,6.0,38.30061349693251,11.0,13.0,18.0,54.0,1004.0,28.0,SE,8.05,0.0,0.0
49434,49435,2015,8,22,18,2,12.0,37.99386503067485,8.0,11.0,17.0,51.0,1004.0,28.0,NE,3.13,0.0,0.0
49435,49436,2015,8,22,19,2,25.0,37.68711656441718,17.0,24.0,18.0,61.0,1005.0,26.0,SE,3.13,0.0,0.0
49436,49437,2015,8,22,20,2,40.0,37.38036809815951,34.0,45.0,18.0,65.0,1006.0,25.0,SE,4.92,0.0,0.0
49437,49438,2015,8,22,21,2,57.0,37.07361963190184,59.0,66.0,19.0,73.0,1007.0,24.0,SE,6.71,0.0,0.0
49438,49439,2015,8,22,22,2,73.0,36.766871165644176,76.0,69.0,18.0,69.0,1007.0,24.0,cv,0.89,0.0,0.0
49439,49440,2015,8,22,23,2,81.0,36.4601226993865,72.0,70.0,18.0,73.0,1008.0,23.0,NE,0.89,0.0,0.0
49440,49441,2015,8,23,0,2,69.0,36.15337423312883,50.0,53.0,18.0,82.0,1008.0,21.0,NW,1.79,0.0,0.0
49441,49442,2015,8,23,1,2,49.0,35.84662576687116,36.0,46.0,18.0,73.0,1008.0,23.0,NE,1.79,0.0,0.0
49442,49443,2015,8,23,2,2,40.0,35.5398773006135,32.0,33.0,19.0,83.0,1008.0,22.0,NE,3.58,0.0,0.0
49443,49444,2015,8,23,3,2,31.0,35.233128834355824,25.0,37.0,18.0,78.0,1008.0,22.0,NE,6.71,0.0,0.0
